PRODUCT,IMAGE,specification
lenovo essential g585,https://cdn1.smartprix.com/rx-iyERIapU1-w103-h125/lenovo-ideapad-s145.jpg,lenovo amdapu 4gbram 1tbhdd nossd intelintegratedintegrated 14.0 windows10 32500
lenovo thinkpad e480,https://cdn1.smartprix.com/rx-ifT6pRBMU-w103-h125/lenovo-ideapad-330s.jpg,lenovo intelcorei78thgen 8gbram 1tbhdd nossd inteluhd620 14.0 windows10 32500
lenovo b40-70 notebook,https://cdn1.smartprix.com/rx-i5TL0mtxU-w103-h125/lenovo-g50-80-80e502.jpg,lenovo intelcorei54thgen 4gbram 1tbhdd nossd 2gbamdgraphicscard 15.5 windows8 32499
lenovo ideapad yoga 3 pro,https://cdn1.smartprix.com/rx-i9G9MglVY-w103-h125/lenovo-ideapad-330-8.jpg,lenovo intelcorem5thgen 8gbram 2tbhdd nossd inteluhd620 15.6 windows10 32499
lenovo ideapad 300,https://cdn1.smartprix.com/rx-iTWy7BSde-w103-h125/lenovo-ideapad-110-8.jpg,lenovo intelcorei56200u6thgen 4gbram 1tbhdd nossd 2gbamdgraphicscard 15.6 windows10 32490
lenovo essential g580,https://cdn1.smartprix.com/rx-i4AuOmmGQ-w103-h125/lenovo-ideapad-330-8.jpg,lenovo intelcorei33rdgen 4gbram 1tbhdd nossd intelhdgraphics620 15.6 windows10 32490
lenovo e490 20n8s0jd00 laptop,https://cdn1.smartprix.com/rx-i94KFo6aQ-w103-h125/lenovo-ideapad-yoga.jpg,lenovo intelcorei58thgen 8gbram 1tbhdd nossd integratedamdgraphics 14.0 windows10 32490
lenovo yoga 500 laptop,https://cdn1.smartprix.com/rx-iwqHSZl7y-w103-h125/lenovo-ideapad-320e.jpg,lenovo intelcorei56thgen 4gbram 1tbhdd nossd intelintegratedhd520 15.6 windows10 32403
lenovo b40-70,https://cdn1.smartprix.com/rx-iDEmRkS1o-w103-h125/lenovo-essential-g58.jpg,lenovo intel4thgenpentium4thgen 2gbram 1tbhdd nossd intelhdgraphics4000 15.6 windows8 32290
lenovo legion y530-15ich gaming laptop,https://cdn1.smartprix.com/rx-ip5iClfYu-w103-h125/lenovo-ideapad-320-8.jpg,lenovo intelcorei58thgen 8gbram 1tbhdd nossd intelhd520 15.6 windows10 32200
lenovo ideapad 110,https://cdn1.smartprix.com/rx-iXsOidnOn-w103-h125/lenovo-g50-70-ideapa.jpg,lenovo intelceleronn3060 4gbram 1tbhdd nossd 2gbamdgraphicscard 15.6 dos 32119
lenovo ideapad 130-14ikb,https://cdn1.smartprix.com/rx-iuUVFAXvI-w103-h125/lenovo-ideapad-100-8.jpg,lenovo intelcorei58thgen 4gbram 1tbhdd nossd 2gbnvidiagraphicscard 15.6 dos 32100
lenovo thinkpad l380,https://cdn1.smartprix.com/rx-ib6hIGtP0-w103-h125/lenovo-300-yoga-seri.jpg,lenovo intelcorei38thgen 8gbram 500gb nossd intelhdgraphics 11.6 windows10 32100
lenovo essential g560,https://cdn1.smartprix.com/rx-iOWDoGzRM-w103-h125/lenovo-essential-g-s.jpg,lenovo intel1stgencorei3 2gbram 500gb nossd intelhdgraphics4000 15.6 windows8 32000
lenovo essential g580,https://cdn1.smartprix.com/rx-i7jlo4VVe-w103-h125/lenovo-ideapad-s510p.jpg,lenovo intelcorei33rdgen 2gbram 500gb nossd intelhdgraphics4400 15.6 windows8 32000
lenovo thinkpad l470,https://cdn1.smartprix.com/rx-iyMwK2rg3-w103-h125/lenovo-ideapad-320-8.jpg,lenovo intelcorei77500u7thgen 4gbram 1tbhdd nossd 2gbnvidiagraphicscard 15.6 windows10 31994
lenovo legion y740 laptop,https://cdn1.smartprix.com/rx-i29JFx9hV-w103-h125/lenovo-ideapad-320s.jpg,lenovo intelcorei79thgen 16gbram 1tbhdd nossd intelhd620 15.6 windows10 31990
lenovo yoga 920,https://cdn1.smartprix.com/rx-ixQWT5rdk-w103-h125/lenovo-ideapad-s145.jpg,lenovo intelcorei78550u8thgen 16gbram 1tbhdd nossd inteluhd620 15.6 windows10 31990
lenovo ideapad s510p,https://cdn1.smartprix.com/rx-i2gtcBh8F-w103-h125/lenovo-b40-70-59-440.jpg,lenovo intelcorei3 2gbram 500gb nossd intelhdgraphics4400 14.0 windows8 31990
lenovo ideapad 320,https://cdn1.smartprix.com/rx-iDN4E0e7f-w103-h125/lenovo-g50-80-80e502.jpg,lenovo amdapue2-9000e 4gbram 1tbhdd nossd 2gbamdgraphicscard 15.6 dos 31990
lenovo ideapad flex 14,https://cdn1.smartprix.com/rx-il0iYA89w-w103-h125/lenovo-v310-14isk-80.jpg,lenovo intelcorei5 4gbram 1tbhdd nossd intelhdgraphics520 14.0 dos 31990
lenovo essential b490,https://cdn1.smartprix.com/rx-i4rZ9Vj9m-w103-h125/lenovo-ideapad-320-8.jpg,lenovo intelcorei3 4gbram 1tbhdd nossd intelhdgraphics520 15.6 dos 31990
lenovo b40-30 notebook,https://cdn1.smartprix.com/rx-iRIyHE0Gl-w103-h125/lenovo-ideapad-yoga.jpg,lenovo intelpentium4thgen 4gbram 1tbhdd nossd intelhdgraphics505 11.6 windows10 31980
lenovo ideapad s540 81nd003vin laptop,https://cdn1.smartprix.com/rx-iP4YQKGBX-w103-h125/lenovo-ideapad-d330.jpg,lenovo intelcorei58thgen 8gbram nohdd 64gb inteluhdgraphics600 10.1 windows10 31970
lenovo ideapad flex 10,https://cdn1.smartprix.com/rx-i4Xt764xX-w103-h125/lenovo-essential-b49.jpg,lenovo intelceleron 2gbram 500gb nossd intelhdgraphics3000 14.0 dos 31900
lenovo ideapad s340 81vv00ecin laptop,https://cdn1.smartprix.com/rx-i6QJnUB0y-w103-h125/lenovo-v310-80sy03e3.jpg,lenovo intelcorei310thgen 8gbram 1tbhdd nossd intelhdgraphics 15.6 dos 31900
lenovo e440,https://cdn1.smartprix.com/rx-iRVQP41D6-w103-h125/lenovo-yangtian-v110.jpg,lenovo intel4thgen4200corei5 4gbram nohdd 128gbssd intelintegratedgraphics 15.6 windows10 31851
lenovo thinkpad x240 laptop,https://cdn1.smartprix.com/rx-iwSY2VNOe-w103-h125/lenovo-g50-80-80l000.jpg,lenovo intelcorei54thgen 4gbram 1tbhdd nossd 2gbamdgraphicscard 15.6 windows8 31845
lenovo yoga 730,https://cdn1.smartprix.com/rx-i0sGKkfk7-w103-h125/lenovo-thinkpad-e431.jpg,lenovo intelcorei57thgen 8gbram 500gb nossd intelhdgraphics 14.0 dos 31750
lenovo essential g580,https://cdn1.smartprix.com/rx-iX3KblF6I-w103-h125/lenovo-thinkpad-e530.jpg,lenovo intelcorei32ndgen 2gbram 500gb nossd intelhdgraphics3000 15.6 dos 31680
lenovo ideapad y700,https://cdn1.smartprix.com/rx-ixX15ROkp-w103-h125/lenovo-ideapad-z580.jpg,lenovo intelcorei76thgen 16gbram 1tbhdd nossd 1gbnvidiagraphicscard 15.6 windows8 31616
lenovo miix 320,https://cdn1.smartprix.com/rx-ilLai2mtJ-w103-h125/lenovo-yoga-2-in-1-8.jpg,lenovo intelatomx5z8350 2gbram 500gb nossd intelhdgraphics 11.6 windows10 31500
lenovo ideapad 520,https://cdn1.smartprix.com/rx-iZ8Z3ZBEm-w103-h125/lenovo-ideapad-330-8.jpg,lenovo intelcorei58thgen 16gbram 1tbhdd nossd intelhd620 15.6 windows10 31499
lenovo thinkpad e14 20ras13k00 laptop,https://cdn1.smartprix.com/rx-i90j6VWt0-w103-h125/lenovo-ideapad-yoga.jpg,lenovo intelcorei510thgen 8gbram 500gb nossd intelhdgraphics 11.6 windows10 31499
lenovo ideapad 330,https://cdn1.smartprix.com/rx-i3aLo6Exn-w103-h125/lenovo-yoga-310-80u2.jpg,lenovo intelcorei78thgen 8gbram 1tbhdd nossd intelhd505 11.6 windows10 31490
lenovo ideapad 520,https://cdn1.smartprix.com/rx-ifk1z1Coo-w103-h125/lenovo-g500-59-41273.jpg,lenovo intelcorei58thgen 8gbram 1tbhdd nossd intelhdgraphics 15.6 windows8 31400
lenovo ideapad 100 laptop,https://cdn1.smartprix.com/rx-iHqs8HHtH-w103-h125/lenovo-g50-80-notebo.jpg,lenovo intelpentiumn3540 4gbram 1tbhdd nossd 2gbamdgraphicscard 15.6 dos 31340
lenovo essential g580,https://cdn1.smartprix.com/rx-iia0E5CT0-w103-h125/lenovo-essential-g58.jpg,lenovo intel2ndgenmcorei3 2gbram 500gb nossd intelhdgraphics4000 15.6 dos 31250
lenovo g50-70 59-417092 notebook,https://cdn1.smartprix.com/rx-iBPZWuOC7-w103-h125/lenovo-essential-b49.jpg,lenovo intelcorei3 2gbram 500gb nossd intelhdgraphics4000 14.0 dos 31250
lenovo thinkpad t480 laptop,https://cdn1.smartprix.com/rx-ix1QtTZWj-w103-h125/lenovo-ideapad-320-8.jpg,lenovo intelcorei58thgen 8gbram 2tbhdd nossd intelhd520 15.6 windows10 31200
lenovo g50-80,https://cdn1.smartprix.com/rx-i6bVurwyk-w103-h125/lenovo-300-yoga-80m1.jpg,lenovo intelcorei35thgen 4gbram 500gb nossd 128mbintelgraphicscard 11.6 windows10 31090
lenovo g50-30 notebook,https://cdn1.smartprix.com/rx-i5nvJCmaB-w103-h125/lenovo-b40-80-notebo.jpg,lenovo intelpentium4thgen 2gbram 1tbhdd nossd intelhdgraphics4400 14.0 windows8 31000
lenovo ideapad 320,https://cdn1.smartprix.com/rx-i1nIyRseu-w103-h125/lenovo-g50-70-notebo.jpg,lenovo intelcorei36thgen 4gbram 500gb nossd 2gbamdgraphicscard 15.6 windows8 31000
lenovo ideapad z580,https://cdn1.smartprix.com/rx-iyfKwy7RW-w103-h125/lenovo-ideapad-s145.jpg,lenovo intelcorei53rdgen 4gbram 1tbhdd nossd intelintegratedhd620 15.6 windows10 31000
lenovo miix 320,https://cdn1.smartprix.com/rx-i9I2HNx2c-w103-h125/lenovo-ideapad-330s.jpg,lenovo intelatomx5-z8350 4gbram 1tbhdd nossd intelhd620 15.6 windows10 30999
lenovo ideapad 520,https://cdn1.smartprix.com/rx-iKRP6H5eh-w103-h125/lenovo-ideapad-330-8.jpg,lenovo intelcorei77thgen 16gbram 1tbhdd nossd intelhd620 15.6 windows10 30990
lenovo g50-80,https://cdn1.smartprix.com/rx-inb9WycCS-w103-h125/lenovo-ideapad-g50-7.jpg,lenovo intelcorei35thgen 4gbram 1tbhdd nossd 2gbamdgraphicscard 15.6 dos 30990
lenovo ideapad 330,https://cdn1.smartprix.com/rx-ipARDv7xP-w103-h125/lenovo-ideapad-130-8.jpg,lenovo corei38thgen 4gbram 1tbhdd nossd 2gbnvidiagraphicscard 15.6 dos 30990
lenovo thinkpad 13,https://cdn1.smartprix.com/rx-iRgbIlVF9-w103-h125/lenovo-ideapad-330-8.jpg,lenovo intelceleron 4gbram 1tbhdd nossd intelhd620 15.6 windows10 30990
lenovo g50-45 notebook,https://cdn1.smartprix.com/rx-iENU0qsU4-w103-h125/lenovo-ideapad-330-1.jpg,lenovo amda6apu 4gbram 1tbhdd nossd intelintegratedhd620 15.6 dos 30990
lenovo l340 81lk004nin gaming laptop,https://cdn1.smartprix.com/rx-iUQfrCl0W-w103-h125/lenovo-v110-80tl016l.jpg,lenovo intelcorei59thgen 8gbram 1tbhdd nossd intelhd 15.5 dos 30990
lenovo ideapad s340 81vv00dxin laptop,https://cdn1.smartprix.com/rx-i5JnN74ox-w103-h125/lenovo-ideapad-110-1.jpg,lenovo intelcorei310thgen 8gbram 1tbhdd nossd intelhd 15.6 dos 30990
lenovo ideapad 330,https://cdn1.smartprix.com/rx-intKVd3UP-w103-h125/lenovo-essential-g50.jpg,lenovo intelcorei58thgen 8gbram 1tbhdd nossd intelhdgraphics 15.6 windows8 30956
lenovo v110,https://cdn1.smartprix.com/rx-irkcYt2rq-w103-h125/lenovo-ideapad-320-8.jpg,lenovo intelcorei57thgen 4gbram 1tbhdd nossd 2gbnvidiagraphicscard 15.6 dos 30900
lenovo ideapad s145 81mv0098in laptop,https://cdn1.smartprix.com/rx-iPAunKWui-w103-h125/lenovo-v310-80sxa061.jpg,lenovo intelcorei58thgen 8gbram 1tbhdd nossd intelhd520 14.0 dos 30900
lenovo thinkpad e480,https://cdn1.smartprix.com/rx-i2P6ROba3-w103-h125/lenovo-v110-15isk-80.jpg,lenovo intelcorei58thgen 8gbram 1tbhdd nossd amdradeonamdradeon 15.6 dos 30799
lenovo ideapad 330,https://cdn1.smartprix.com/rx-iG5TTkJYy-w103-h125/lenovo-essential-g51.jpg,lenovo intelcorei37thgen 4gbram 500gb nossd 2gbamdgraphicscard 15.6 dos 30750
lenovo ideapad 320,https://cdn1.smartprix.com/rx-iDixo0zXF-w103-h125/lenovo-ideapad-ip320.jpg,lenovo intelcorei36006u6thgen 4gbram 1tbhdd nossd 2gbnvidiagraphicscard 15.6 dos 30750
lenovo g50-45 notebook,https://cdn1.smartprix.com/rx-i7g2ZhlV2-w103-h125/lenovo-essential-g58.jpg,lenovo amdapue1 2gbram 1tbhdd nossd intelhdgraphics4000 15.6 dos 30650
lenovo ideapad 3 15iml05 81wb00anin laptop,https://cdn1.smartprix.com/rx-i5xLu41Ie-w103-h125/lenovo-v310-80sxa061.jpg,lenovo intelcorei510thgen 8gbram 1tbhdd nossd intelhd520 14.0 dos 30500
lenovo ideapad 520,https://cdn1.smartprix.com/rx-ia9wa8QMu-w103-h125/lenovo-ideapad-310-8.jpg,lenovo intelcorei58thgen 8gbram 1tbhdd nossd intelhdgraphic 15.6 dos 30500
lenovo thinkpad e490 20n8s05r00 laptop,https://cdn1.smartprix.com/rx-i5YAhBzMx-w103-h125/lenovo-ideapad-330-8.jpg,lenovo intelcorei78thgen 8gbram 1tbhdd nossd inteluhd620 15.6 windows10 30499
lenovo thinkpad e431,https://cdn1.smartprix.com/rx-idCs8M4BL-w103-h125/lenovo-essential-g58.jpg,lenovo intelcorei33rdgen 2gbram 500gb nossd intelhdgraphics3000 15.6 windows8 30490
lenovo ideapad 330,https://cdn1.smartprix.com/rx-iarhVIhly-w103-h125/lenovo-b40-70-notebo.jpg,lenovo intelcorei58250u8thgen 4gbram 500gb nossd 2gbamdgraphicscard 14.0 dos 30490
lenovo thinkpad ultraportable x240 netbook,https://cdn1.smartprix.com/rx-iUs7URfdQ-w103-h125/lenovo-ideapad-310-8.jpg,lenovo intelcorei54thgen 4gbram 1tbhdd nossd intelhdgraphics520 15.6 windows10 30490
lenovo ip 520,https://cdn1.smartprix.com/a/dummy/v1/rx-w103-h125/product.png,lenovo intelcorei57thgen 8gbram 1tbhdd nossd intelhd 15.6 dos 30490
lenovo ideapad 330-15ikb,https://cdn1.smartprix.com/rx-iMOlpn6I9-w103-h125/lenovo-ideapad-110-8.jpg,lenovo intelcorei58thgen 8gbram 1tbhdd nossd intelhdgraphics 15.6 windows10 30490
lenovo yoga slim 7i laptop,https://cdn1.smartprix.com/rx-iTG20SfAH-w103-h125/lenovo-ideapad-330-1.jpg,lenovo intelcorei710thgen 8gbram 1tbhdd nossd intelhd620 14.0 dos 30390
lenovo ideapad z510,https://cdn1.smartprix.com/rx-iplkz8C8u-w103-h125/lenovo-essential-g57.jpg,lenovo intelcorei5 4gbram 500gb nossd nogc 15.6 dos 30342
lenovo b40-30 notebook,https://cdn1.smartprix.com/rx-ilKleDPiW-w103-h125/lenovo-yangtian-v110.jpg,lenovo intelceleron 4gbram nohdd 128gbssd intelintegratedgraphics 14.1 windows10 30335
lenovo miix 320,https://cdn1.smartprix.com/rx-iAHv9jgC6-w103-h125/lenovo-b40-70-59-438.jpg,lenovo intelatomx5-z8350 2gbram 500gb nossd intelhdgraphics 14.0 dos 30250
lenovo essential g580,https://cdn1.smartprix.com/rx-iYPuctdxY-w103-h125/lenovo-essential-g58.jpg,lenovo intelcorei33rdgen 2gbram 500gb nossd 1gbnvidiagraphicscard 15.6 dos 30224
lenovo ideapad s145 81vd0081in laptop,https://cdn1.smartprix.com/rx-iYY5JH9Ey-w103-h125/lenovo-z50-70-notebo.jpg,lenovo intelcorei38thgen 4gbram 1tbhdd nossd 4gbgraphicscard 15.6 windows8 30000
lenovo s20-30 netbook,https://cdn1.smartprix.com/rx-ixLboGpB0-w103-h125/lenovo-essential-b49.jpg,lenovo intelceleron 2gbram 500gb nossd intelhdgraphics4000 15.6 dos 29999
lenovo ideapad s510p,https://cdn1.smartprix.com/rx-iJtB0o8uc-w103-h125/lenovo-ideapad-s145.jpg,lenovo intelcorei5 4gbram 1tbhdd nossd intelintegrateduhd620 15.6 dos 29999
lenovo ideapad s145,https://cdn1.smartprix.com/rx-ik5yjhkV7-w103-h125/lenovo-v310-80sx009h.jpg,lenovo intelcorei58thgen 8gbram 1tbhdd nossd intelhd520 14.1 dos 29999
lenovo ideapad s145 laptop,https://cdn1.smartprix.com/rx-iGfaxuUOW-w103-h125/lenovo-ideapad-330-8.jpg,lenovo intelcorei78thgen 12gbram 1tbhdd nossd intelhd620 15.6 windows10 29990
lenovo g40,https://cdn1.smartprix.com/rx-ihDPbbs31-w103-h125/lenovo-b40-70-notebo.jpg,lenovo intelceleron 2gbram 500gb nossd intelhdgraphics4400 14.0 dos 29990
lenovo ideapad z580,https://cdn1.smartprix.com/rx-iIpvXeY6W-w103-h125/lenovo-ideapad-320-l.jpg,lenovo intelcorei33rdgen 4gbram 1tbhdd nossd nogc 15.6 windows10 29990
lenovo ideapad yoga 13,https://cdn1.smartprix.com/rx-iUf1gIiE6-w103-h125/lenovo-v130-81hq00et.jpg,lenovo intelcorei53rdgen 4gbram 1tbhdd nossd intelhd620 14.0 dos 29990
lenovo flex 2-14d notebook,https://cdn1.smartprix.com/rx-iJzYzIEfN-w103-h125/lenovo-ideapad-330-1.jpg,lenovo amda8apu 4gbram 1tbhdd nossd intelintegratedhd620 15.6 windows10 29990
lenovo essential b490,https://cdn1.smartprix.com/rx-i4WefvZG3-w103-h125/lenovo-ideapad-330e.jpg,lenovo intelcorei32ndgen 4gbram 1tbhdd nossd intelintegratedhd620 14.0 windows10 29990
lenovo ideapad z370,https://cdn1.smartprix.com/rx-iWUSfwInn-w103-h125/lenovo-ideapad-3-81w.jpg,lenovo intelcorei52ndgen 4gbram 1tbhdd nossd intelintegrateduhd 15.6 dos 29990
lenovo ideapad 330,https://cdn1.smartprix.com/rx-iHmowhj2T-w103-h125/lenovo-b4070-b-serie.jpg,lenovo ryzen5 8gbram 500gb nossd intel 14.1 dos 29990
lenovo thinkpad l480,https://cdn1.smartprix.com/rx-inPbm94r6-w103-h125/lenovo-thinkpad-e450.jpg,lenovo intelcorei58thgen 8gbram 500gb nossd intelhd 14.0 windows10 29990
lenovo ideapad 320,https://cdn1.smartprix.com/rx-iWjdafRhK-w103-h125/lenovo-essential-g50.jpg,lenovo intelcorei57thgen 8gbram 1tbhdd nossd intelhdgraphics 15.6 windows8 29990
lenovo ideapad 330-15ikb,https://cdn1.smartprix.com/rx-i4jzBYXZN-w103-h125/lenovo-ideapad-330-8.jpg,lenovo intelcorei58thgen 8gbram 1tbhdd nossd amdradeonvega3 15.6 windows10 29989
lenovo g50-30 laptop,https://cdn1.smartprix.com/rx-iFHzQmmDv-w103-h125/lenovo-ideapad-320-1.jpg,lenovo intelpentiumn3640 4gbram 1tbhdd nossd intelintegratedhd520 14.0 windows10 29980
lenovo v110,https://cdn1.smartprix.com/rx-i0Wl4aqnm-w103-h125/lenovo-ideapad-320-8.jpg,lenovo amddualcorea69210 4gbram 2tbhdd nossd nogc 15.6 windows10 29900
lenovo thinkpad x390,https://cdn1.smartprix.com/rx-iQ0DANkpD-w103-h125/lenovo-ideapad-s145.jpg,lenovo intelcorei58thgen 16gbram 1tbhdd nossd inteluhd620 15.6 windows10 29870
lenovo thinkpad e530,https://cdn1.smartprix.com/rx-ixGh1dFbW-w103-h125/lenovo-essential-g58.jpg,lenovo intelcorei33rdgen 2gbram 500gb nossd intelhdgraphics4000 15.6 dos 29870
lenovo miix 310 laptop,https://cdn1.smartprix.com/rx-iG5BqH1Qh-w103-h125/lenovo-300-yoga-seri.jpg,lenovo intelatomx5-z8350 2gbram 500gb nossd intelhdgraphics 11.5 windows8 29869
lenovo essential g505,https://cdn1.smartprix.com/rx-ieZBHcMQt-w103-h125/lenovo-essential-g56.jpg,lenovo amdapu 2gbram 500gb nossd intelhdgraphics3000 15.6 dos 29817
lenovo ideapad 330-15ikb,https://cdn1.smartprix.com/rx-iAMA226Yg-w103-h125/lenovo-ideapad-310-8.jpg,lenovo intelcorei58thgen 8gbram 1tbhdd nossd intelhd 15.6 dos 29800
lenovo thinkpad t440p 20aw notebook,https://cdn1.smartprix.com/rx-iWOsXdIuC-w103-h125/lenovo-ideapad-130-8.jpg,lenovo intelcorei74thgen 4gbram 1tbhdd nossd intelhdgraphics620 15.6 ubuntu 29799
lenovo ideapad 310,https://cdn1.smartprix.com/rx-i7qas4UQv-w103-h125/lenovo-v130-81hna00f.jpg,lenovo intelcorei36thgen 8gbram 1tbhdd nossd hdgraphics620 15.6 windows10 29790
lenovo ideapad 330,https://cdn1.smartprix.com/rx-iWMdLmlc1-w103-h125/lenovo-ideapad-d330.jpg,lenovo amddualcoree29000 4gbram nohdd 128gbssd inteluhd600 10.1 windows10 29690
lenovo thinkpad x102,https://cdn1.smartprix.com/rx-iTVuL0NOe-w103-h125/lenovo-ideapad-330-8.jpg,lenovo intelcorei53rdgen 4gbram 1tbhdd nossd intelhd620 15.6 windows10 29650
lenovo ideapad 110,https://cdn1.smartprix.com/rx-iNA3bUUL0-w103-h125/lenovo-e40-80-notebo.jpg,lenovo intelpentium7thgen 4gbram 500gb nossd intelhdgraphics5500 14.0 dos 29549
lenovo legion y520,https://cdn1.smartprix.com/rx-i8hIHQcOk-w103-h125/lenovo-ideapad-s400.jpg,lenovo intelcorei77700hq7thgen 16gbram 500gb nossd 1gbamdgraphicscard 14.0 windows8 29500
lenovo g50-45 notebook,https://cdn1.smartprix.com/rx-iuEXnjaJ0-w103-h125/lenovo-ideapad-z580.jpg,lenovo amde1apu 2gbram 500gb nossd intelhdgraphics4000 15.6 dos 29499
lenovo ideapad l340,https://cdn1.smartprix.com/rx-inThnEHju-w103-h125/lenovo-ideapad-320e.jpg,lenovo intelcorei58thgen 8gbram 1tbhdd nossd intelhd520 15.6 dos 29499
lenovo ideapad s405,https://cdn1.smartprix.com/rx-ip2RzZplt-w103-h125/lenovo-yoga-300-80m1.jpg,lenovo amda8apu 4gbram 500gb nossd intelintegratedhd 11.6 windows10 29490
lenovo e40-80 notebook,https://cdn1.smartprix.com/rx-iqhwIbUjV-w103-h125/lenovo-g50-70-notebo.jpg,lenovo intelcorei35thgen 4gbram 500gb nossd intelhdgraphics4400 15.6 windows8 29405
lenovo g50-80,https://cdn1.smartprix.com/rx-ix20fbDzx-w103-h125/lenovo-g50-80-80e502.jpg,lenovo intel5thgen 4gbram 1tbhdd nossd 2gbamdgraphicscard 15.6 windows10 29324
lenovo 20392 b series laptop,https://cdn1.smartprix.com/rx-iaV6rINaH-w103-h125/lenovo-g50-70-59-417.jpg,lenovo intelpentium 2gbram 500gb nossd intelhdgraphics4400 15.6 windows8 29290
lenovo ideapad 320-14isk,https://cdn1.smartprix.com/rx-i32IAJjmr-w103-h125/lenovo-b50-80-80e503.jpg,lenovo intelcorei36thgen 4gbram 1tbhdd nossd 2gbatigraphicscard 15.6 dos 29115
lenovo ideapad 310-15isk,https://cdn1.smartprix.com/rx-i5Au51Ssv-w103-h125/lenovo-ideapad-320-8.jpg,lenovo intelcorei36thgen 8gbram 1tbhdd nossd amdradeonr4 15.6 windows10 29000
lenovo e49 laptop,https://cdn1.smartprix.com/rx-iiyduK1nE-w103-h125/lenovo-300-2-in-1-yo.jpg,lenovo intelcorei33rdgen 2gbram 500gb nossd intelhdgraphics 11.6 windows10 28999
lenovo b40-70,https://cdn1.smartprix.com/rx-iOwEthUaq-w103-h125/lenovo-b490-59-38183.jpg,lenovo intel1stgenceleron 2gbram 500gb nossd intelhdgraphics3000 14.1 dos 28999
lenovo ideapad 130,https://cdn1.smartprix.com/rx-io5hZ2Pen-w103-h125/lenovo-yoga-300-80m1.jpg,lenovo intelcorei37thgen 4gbram 500gb nossd nogc 11.0 windows10 28999
lenovo ideapad s145 81ut0079in laptop,https://cdn1.smartprix.com/rx-iqxEp3HNI-w103-h125/lenovo-b40-80-notebo.jpg,lenovo amdryzen53rdgen 8gbram 500gb nossd integrated 14.0 linux 28999
lenovo ideapad 110,https://cdn1.smartprix.com/rx-iFDFRiG7G-w103-h125/lenovo-ideapad-s145.jpg,lenovo intelpentiumquadcore 4gbram 1tbhdd nossd intelintegrateduhd610 15.6 windows10 28991
lenovo ideapad 320 15ikb,https://cdn1.smartprix.com/rx-ihCOi1OUs-w103-h125/lenovo-ideapad-s400.jpg,lenovo intelcorei57thgen 16gbram 500gb nossd 1gbamdgraphicscard 14.0 dos 28990
lenovo ideapad g50-30 notebook,https://cdn1.smartprix.com/rx-iHtg5mWhl-w103-h125/lenovo-essential-g50.jpg,lenovo intel1stgenpentium 4gbram 500gb nossd 2gbgraphicscard 15.6 windows8 28990
lenovo yangtian v110 15.6 inch laptop,https://cdn1.smartprix.com/rx-imNsid7ML-w103-h125/lenovo-ideapad-330-8.jpg,lenovo intelceleron 4gbram 1tbhdd nossd intelhd620 15.6 windows10 28990
lenovo 130-15ast,https://cdn1.smartprix.com/rx-iTmZYlwp8-w103-h125/lenovo-ideapad-330s.jpg,lenovo amda9-9425 4gbram 1tbhdd nossd intelhd620 15.6 windows10 28990
lenovo thinkpad 13,https://cdn1.smartprix.com/rx-iD9feg5yi-w103-h125/lenovo-ideapad-330-8.jpg,lenovo intelceleron 4gbram 1tbhdd nossd intelhd620 15.6 windows10 28990
lenovo yoga 300 80m1003xin laptop,https://cdn1.smartprix.com/rx-iYsJMkegH-w103-h125/lenovo-ideapad-330-8.jpg,lenovo intelpentium 4gbram 1tbhdd nossd intelintegratedhd620 15.6 windows10 28990
lenovo g50-30,https://cdn1.smartprix.com/rx-i6HlRrfd8-w103-h125/lenovo-ideapad-s145.jpg,lenovo intelothers 4gbram 1tbhdd nossd intelintegrateduhd620 15.6 dos 28990
lenovo ideapad z510,https://cdn1.smartprix.com/rx-iaQh0ke5a-w103-h125/lenovo-essential-g56.jpg,lenovo intelcorei7 8gbram 500gb nossd 512mbamdgraphicscard 15.6 windows7 28990
lenovo thinkpad e14 20ras0ky00 laptop,https://cdn1.smartprix.com/rx-ix5XqPOOE-w103-h125/lenovo-essential-g58.jpg,lenovo intelcorei510thgen 8gbram 500gb nossd amdradeon7340 15.6 windows8 28990
lenovo ideapad 110,https://cdn1.smartprix.com/rx-iygdLTt3C-w103-h125/lenovo-ideapad-s145.jpg,lenovo intelcorei56thgen 8gbram 1tbhdd nossd amdradeonr5 15.6 windows10 28990
lenovo ideapad 110,https://cdn1.smartprix.com/rx-ivTKiUi42-w103-h125/lenovo-ideapad-s145.jpg,lenovo amda9apu7thgen 8gbram nohdd 512gbssd amdradeonvega3 15.6 windows10 28990
lenovo yoga 520,https://cdn1.smartprix.com/rx-ijTJzNLAC-w103-h125/lenovo-ideapad-130-8.jpg,lenovo intelcorei58thgen 8gbram 1tbhdd nossd intelhd520 15.6 windows10 28990
lenovo c340-14iwl,https://cdn1.smartprix.com/rx-ibxD4Ca80-w103-h125/lenovo-ideapad-330s.jpg,lenovo intelcorei58thgen 8gbram 1tbhdd nossd intelhd620 14.0 windows10 28990
lenovo legion y520 notebook,https://cdn1.smartprix.com/rx-iO9dxOayI-w103-h125/lenovo-ideapad-s405.jpg,lenovo intelcorei77thgen 16gbram 500gb nossd 1gbamdgraphicscard 14.0 windows8 28989
